Observation,TextUrn,Image,Comments
urn:cite:op:TEAM24.1,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@λ[1],"urn:cite:hmt:vaimg.VA310VN-0812@0.416,0.5898,0.088,0.1247"
urn:cite:op:TEAM24.2,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@υ,"urn:cite:hmt:vaimg.VA310VN-0812@0.49,0.6258,0.025,0.0225"
urn:cite:op:TEAM24.3,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@τ,"urn:cite:hmt:vaimg.VA310VN-0812@0.508,0.6356,0.013,0.0128"
urn:cite:op:TEAM24.4,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@ο[1],"urn:cite:hmt:vaimg.VA310VN-0812@0.515,0.6356,0.013,0.0128"
urn:cite:op:TEAM24.5,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@δ,"urn:cite:hmt:vaimg.VA310VN-0812@0.525,0.6281,0.022,0.0165"
urn:cite:op:TEAM24.6,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@αγ,"urn:cite:hmt:vaimg.VA310VN-0812@0.546,0.6334,0.019,0.0165"
urn:cite:op:TEAM24.7,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@ω,"urn:cite:hmt:vaimg.VA310VN-0812@0.56,0.6341,0.015,0.0113"
urn:cite:op:TEAM24.8,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@ν,"urn:cite:hmt:vaimg.VA310VN-0812@0.572,0.6349,0.015,0.0113"
urn:cite:op:TEAM24.9,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@λ[2],"urn:cite:hmt:vaimg.VA310VN-0812@0.591,0.6326,0.022,0.015"
urn:cite:op:TEAM24.10,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@α,"urn:cite:hmt:vaimg.VA310VN-0812@0.606,0.6334,0.018,0.0128"
urn:cite:op:TEAM24.11,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@ο[2],"urn:cite:hmt:vaimg.VA310VN-0812@0.618,0.6326,0.013,0.0128"
urn:cite:op:TEAM24.12,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@,""
urn:cite:op:TEAM24.13,urn:cts:greekLit:tlg0012.tlg001.msA:24.1@,""
